county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time,CV (%),class_desc,year,region_desc,zip_5,county_name,state_name,group_desc,watershed_code,begin_code,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,asd_code,domaincat_desc,reference_period_desc,week_ending,Value,county_code,state_ansi,statisticcat_desc,country_code,source_desc,end_code,prodn_practice_desc,location_desc,sector_desc,unit_desc,agg_level_desc,congr_district_code
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,8.6,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (1,000,000 OR MORE $)",YEAR,,"4,754,693",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,29.2,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (10,000 TO 24,999 $)",YEAR,,"9,337",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,13.8,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (100,000 TO 249,999 $)",YEAR,,"317,053",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,63.2,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (2,500 TO 4,999 $)",YEAR,,"1,031",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,11.9,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (25,000 TO 49,999 $)",YEAR,,"27,048",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,86.2,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (250,000 TO 499,999 $)",YEAR,,"655,561",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,27.7,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (5,000 TO 9,999 $)",YEAR,,"2,003",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,21.1,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (50,000 TO 99,999 $)",YEAR,,"83,611",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,11.9,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (500,000 TO 999,999 $)",YEAR,,"1,305,958",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,94.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (LESS THAN 1,000 $)",YEAR,,987,,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,3.5,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1111),YEAR,,"6,763,165",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,12.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1112),YEAR,,"36,651",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,5.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1113),YEAR,,"1,712",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,7.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1114),YEAR,,"5,936",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,5.8,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1119),YEAR,,"156,777",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,18.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (11191),YEAR,,"1,936",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,9.5,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (11192),YEAR,,"95,036",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,7.3,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (11193 & 11194 & 11199),YEAR,,"59,805",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,9.7,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (112111),YEAR,,"72,113",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,4.4,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (112112),YEAR,,"50,831",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,8.5,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (11212),YEAR,,"13,347",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,8.3,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1122),YEAR,,"25,764",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,15.1,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1123),YEAR,,"19,153",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,(H),ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1124),YEAR,,145,,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,10.5,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,NAICS CLASSIFICATION,,NAICS CLASSIFICATION: (1125 & 1129),YEAR,,"11,820",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,3.4,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"7,157,414",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,2.1,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"2,978,353",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, ENTIRE CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,0.5,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"64,255,848",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, NONE OF CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,4.4,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"4,179,061",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,(L),ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"4,691,518",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,"IRRIGATION METHOD, PRIMARY",,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",YEAR,,"3,371,376",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,"IRRIGATION METHOD, PRIMARY",,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",YEAR,,"4,041,900",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"7,413,276",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (GROUND),YEAR,,"6,858,900",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (OFF FARM),YEAR,,"175,358",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (ON FARM SURFACE),YEAR,,"613,234",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, NON-IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2013,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,IRRIGATION STATUS,,IRRIGATION STATUS: (ANY ON OPERATION),YEAR,,"5,847,055",,,AREA HARVESTED,9000,CENSUS,00,NON-IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2015-01-31 00:00:00.000,8.0,ALL CLASSES,2014,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),YEAR,,"98,832",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2015-01-31 00:00:00.000,(D),ALL CLASSES,2014,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,                 (D),,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2015-01-31 00:00:00.000,(D),ALL CLASSES,2014,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA EXEMPT),YEAR,,                 (D),,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2015-01-31 00:00:00.000,7.3,ALL CLASSES,2015,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"94,841",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2016-01-31 00:00:00.000,2.3,ALL CLASSES,2016,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"124,591",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,2.7,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"33,900,564",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,3.5,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"19,468,504",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,4.2,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"185,248",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,1.7,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"11,367,421",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,4.1,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"351,157",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,5.1,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"7,370,447",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,3.1,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"1,372,919",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,1.8,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"16,916,655",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,5.5,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,,"4,780,791",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,6.3,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,,"2,280,822",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,2.1,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,,"3,674,963",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,2.7,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"22,380,553",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,2.8,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,"AREA OPERATED: (1,000 TO 1,999 ACRES)",YEAR,,"22,852,407",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,23.0,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (1.0 TO 9.9 ACRES),YEAR,,"15,269",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,6.4,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (10.0 TO 49.9 ACRES),YEAR,,"412,749",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2018-02-01 00:00:00.000,4.7,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (100 TO 139 ACRES),YEAR,,"980,403",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
