prodn_practice_desc,end_code,sector_desc,location_desc,unit_desc,congr_district_code,agg_level_desc,week_ending,Value,county_code,state_ansi,country_code,statisticcat_desc,source_desc,asd_code,domaincat_desc,reference_period_desc,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,county_name,state_name,watershed_code,group_desc,begin_code,class_desc,year,region_desc,zip_5,CV (%),county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,131",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (2,500 TO 4,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,6.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,115,816",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (25,000 TO 49,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,11.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"8,867,168",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (250,000 TO 499,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,1.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"133,566",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (5,000 TO 9,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,7.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,427,747",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (50,000 TO 99,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,14.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,171,440",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (500,000 TO 999,999 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,3.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"16,549",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (LESS THAN 1,000 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,29.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"41,484,330",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1111),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,0.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"706,417",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1112),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,3.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"74,182",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1113),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,4.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"22,921",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1114),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,15.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,773,548",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1119),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,1.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"99,639",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (11191),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,10.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"396,461",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (11192),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,5.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,277,448",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (11193 & 11194 & 11199),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,1.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,853,021",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (112111),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,4.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"234,221",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (112112),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,5.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"394,037",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (11212),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,3.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"156,167",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1122),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,10.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"164,359",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1123),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,6.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"14,243",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1124),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,31.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"162,780",,,9000,AREA HARVESTED,CENSUS,,NAICS CLASSIFICATION: (1125 & 1129),YEAR,99,,UNITED STATES,US,NAICS CLASSIFICATION,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,7.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"49,040,226",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,0.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,417,212",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,2.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"702,956",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,6.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,781",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,9.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"446,932",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,4.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,842",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,7.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"279,284",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,5.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"46,585",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,2.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"591,262",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,4.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"238,772",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,13.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"196,200",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,8.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"134,531",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,2.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"714,020",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,4.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"633,974",,,9000,AREA HARVESTED,CENSUS,,"AREA OPERATED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,7.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,302,,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (1.0 TO 9.9 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,14.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"7,224",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (10.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,11.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"16,169",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (100 TO 139 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,8.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"26,162",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (140 TO 179 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,7.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"19,597",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (180 TO 219 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,12.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,096,527",,,9000,AREA HARVESTED,CENSUS,,"AREA OPERATED: (2,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,1.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"23,897",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (220 TO 259 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,8.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"166,781",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (260 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,12.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,750",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (50.0 TO 69.9 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,11.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"362,275",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (500 TO 999 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,2.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"9,507",,,9000,AREA HARVESTED,CENSUS,,AREA OPERATED: (70.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA OPERATED,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,8.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,399,,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (1,000 TO 2,499 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,23.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,034,706",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (1,000,000 OR MORE $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,5.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,347",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (10,000 TO 24,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,12.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"252,038",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (100,000 TO 249,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,19.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,898,,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (2,500 TO 4,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,24.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"28,750",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (25,000 TO 49,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,13.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"399,137",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (250,000 TO 499,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,18.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,722",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (5,000 TO 9,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,15.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"80,355",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (50,000 TO 99,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,19.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"557,674",,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (500,000 TO 999,999 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,9.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,139,,,9000,AREA HARVESTED,CENSUS,,"ECONOMIC CLASS: (LESS THAN 1,000 $)",YEAR,99,,UNITED STATES,US,ECONOMIC CLASS,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,28.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,501,,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (1,000 TO 2,499 $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,30.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,002,078",,,9000,AREA HARVESTED,CENSUS,,"FARM SALES: (1,000,000 OR MORE $)",YEAR,99,,UNITED STATES,US,FARM SALES,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2012,,,5.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000
