freq_desc,util_practice_desc,country_code,country_name,year,county_ansi,domaincat_desc,statisticcat_desc,sector_desc,state_alpha,asd_desc,commodity_desc,asd_code,short_desc,domain_desc,load_time,region_desc,end_code,county_name,state_name,congr_district_code,group_desc,CV (%),source_desc,class_desc,week_ending,watershed_code,unit_desc,reference_period_desc,county_code,zip_5,prodn_practice_desc,agg_level_desc,state_fips_code,watershed_desc,state_ansi,begin_code,Value,location_desc
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1987,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1988,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1988,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1988,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1988,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1988,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,25.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1989,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1989,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1989,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1989,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1989,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1990,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1990,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1990,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1990,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1990,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1991,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1991,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1991,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1991,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1991,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1992,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1992,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1992,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1992,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,36.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1992,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1993,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1993,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1993,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1993,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1993,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1994,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,41.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1994,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1994,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,41.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1994,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,40.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1994,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,38.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1995,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1995,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,36.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1995,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1995,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1995,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1996,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1996,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,36.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1996,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1996,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1996,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,35.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1997,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,38.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1997,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1997,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1997,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1997,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1998,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,38.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1998,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1998,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,38.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1998,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,38.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1998,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,40.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1999,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,36.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1999,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,39.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1999,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,36.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1999,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,37,US TOTAL
