group_desc,watershed_code,begin_code,state_name,county_name,zip_5,year,region_desc,class_desc,CV (%),short_desc,load_time,commodity_desc,asd_desc,util_practice_desc,freq_desc,county_ansi,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,prodn_practice_desc,end_code,source_desc,state_ansi,county_code,country_code,statisticcat_desc,week_ending,Value,reference_period_desc,domaincat_desc,asd_code,domain_desc,country_name,state_alpha,state_fips_code,watershed_desc
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,12.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"21,461",YEAR,AREA OPERATED: (100 TO 139 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,7.9,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"24,400",YEAR,AREA OPERATED: (140 TO 179 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,8.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"20,711",YEAR,AREA OPERATED: (180 TO 219 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"764,594",YEAR,"AREA OPERATED: (2,000 OR MORE ACRES)",,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,8.7,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"25,277",YEAR,AREA OPERATED: (220 TO 259 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,2.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"149,010",YEAR,AREA OPERATED: (260 TO 499 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,10.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"4,977",YEAR,AREA OPERATED: (50.0 TO 69.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"286,565",YEAR,AREA OPERATED: (500 TO 999 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,17.5,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"12,457",YEAR,AREA OPERATED: (70.0 TO 99.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,59.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,164,YEAR,"ECONOMIC CLASS: (1,000 TO 2,499 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,3.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,231,112",YEAR,"ECONOMIC CLASS: (1,000,000 OR MORE $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,21.2,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"3,517",YEAR,"ECONOMIC CLASS: (10,000 TO 24,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,7.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"67,266",YEAR,"ECONOMIC CLASS: (100,000 TO 249,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,19.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,225,YEAR,"ECONOMIC CLASS: (2,500 TO 4,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,7.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"10,428",YEAR,"ECONOMIC CLASS: (25,000 TO 49,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,5.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"123,407",YEAR,"ECONOMIC CLASS: (250,000 TO 499,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,18.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,923,YEAR,"ECONOMIC CLASS: (5,000 TO 9,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,11.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"25,802",YEAR,"ECONOMIC CLASS: (50,000 TO 99,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"180,816",YEAR,"ECONOMIC CLASS: (500,000 TO 999,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,10.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,96,YEAR,"ECONOMIC CLASS: (LESS THAN 1,000 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,(H),"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,91,YEAR,"FARM SALES: (1,000 TO 2,499 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,3.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,220,345",YEAR,"FARM SALES: (1,000,000 OR MORE $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,19.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"3,778",YEAR,"FARM SALES: (10,000 TO 24,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,8.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"70,452",YEAR,"FARM SALES: (100,000 TO 249,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,21.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,282,YEAR,"FARM SALES: (2,500 TO 4,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,13.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"11,936",YEAR,"FARM SALES: (25,000 TO 49,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,5.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"124,179",YEAR,"FARM SALES: (250,000 TO 499,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,18.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,078",YEAR,"FARM SALES: (5,000 TO 9,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,9.7,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"26,449",YEAR,"FARM SALES: (50,000 TO 99,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.2,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"184,975",YEAR,"FARM SALES: (500,000 TO 999,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,51.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,191,YEAR,"FARM SALES: (LESS THAN 1,000 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"495,763",YEAR,NAICS CLASSIFICATION: (1111),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,3.9,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"38,908",YEAR,NAICS CLASSIFICATION: (1112),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,8.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"37,446",YEAR,NAICS CLASSIFICATION: (1113),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,16.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,683",YEAR,NAICS CLASSIFICATION: (1114),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,6.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"251,243",YEAR,NAICS CLASSIFICATION: (1119),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,2.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,91,YEAR,NAICS CLASSIFICATION: (11191),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,10.3,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"9,904",YEAR,NAICS CLASSIFICATION: (11192),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,6.8,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"241,248",YEAR,NAICS CLASSIFICATION: (11193 & 11194 & 11199),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,6.6,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"135,564",YEAR,NAICS CLASSIFICATION: (112111),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,7.7,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"73,512",YEAR,NAICS CLASSIFICATION: (112112),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,1.7,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"600,080",YEAR,NAICS CLASSIFICATION: (11212),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.1,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,095",YEAR,NAICS CLASSIFICATION: (1122),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,4.3,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"3,557",YEAR,NAICS CLASSIFICATION: (1123),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,2.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,481",YEAR,NAICS CLASSIFICATION: (1124),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,11.4,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"3,424",YEAR,NAICS CLASSIFICATION: (1125 & 1129),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,2.0,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,643,756",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,1.9,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, ENTIRE CROP",00,CENSUS,,,9000,AREA HARVESTED,,"6,202,712",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,1.9,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, ENTIRE CROP",00,CENSUS,,,9000,AREA HARVESTED,,"1,466,068",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,0.7,"CORN, GRAIN, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, NONE OF CROP",00,CENSUS,,,9000,AREA HARVESTED,,"67,646,835",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,0.9,"CORN, SILAGE, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, NONE OF CROP",00,CENSUS,,,9000,AREA HARVESTED,,"5,294,536",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,3.9,"CORN, GRAIN, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",00,CENSUS,,,9000,AREA HARVESTED,,"6,616,357",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,5.0,"CORN, SILAGE, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",00,CENSUS,,,9000,AREA HARVESTED,,"177,688",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,(L),"CORN, GRAIN, IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",00,CENSUS,,,9000,AREA HARVESTED,,"6,947,141",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2012,,ALL CLASSES,(L),"CORN, SILAGE, IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",00,CENSUS,,,9000,AREA HARVESTED,,"258,336",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"2,277,133",YEAR,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",,"IRRIGATION METHOD, PRIMARY",UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"11,012,114",YEAR,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",,"IRRIGATION METHOD, PRIMARY",UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"13,289,247",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"11,932,951",YEAR,WATER SOURCE: (GROUND),,WATER SOURCE,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"994,518",YEAR,WATER SOURCE: (OFF FARM),,WATER SOURCE,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"682,720",YEAR,WATER SOURCE: (ON FARM SURFACE),,WATER SOURCE,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2013,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-12-31 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"525,225",YEAR,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",,"IRRIGATION METHOD, PRIMARY",UNITED STATES,US,99,
