domain_desc,country_name,state_alpha,state_fips_code,watershed_desc,reference_period_desc,domaincat_desc,asd_code,source_desc,state_ansi,county_code,statisticcat_desc,country_code,week_ending,Value,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,end_code,prodn_practice_desc,short_desc,load_time,commodity_desc,util_practice_desc,asd_desc,freq_desc,county_ansi,CV (%),zip_5,year,region_desc,class_desc,watershed_code,group_desc,begin_code,state_name,county_name
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"12,931,380",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"186,546,227",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"613,465,514",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"2,560,330,804",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"572,776,404",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"410,382,670",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"5,738,536",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"489,589,238",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"13,385,144",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"98,150,869",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"54,595,467",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"682,423,159",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"44,293,693",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"19,949,172",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"150,656,410",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"738,554,858",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"2,707,719,216",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2002,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"571,530,393",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"397,841,512",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"6,016,303",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"464,265,830",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"12,828,026",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"102,073,492",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"53,168,014",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"642,969,207",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"54,222,674",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"17,392,715",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"145,072,555",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"686,573,369",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"2,582,423,697",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2007,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),,CENSUS,,,PRODUCTION,9000,,"2,582,095",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2008,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"2,578,495",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2008,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA EXEMPT),,CENSUS,,,PRODUCTION,9000,,"3,600",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2008,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"2,895,170",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2011,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"862,605,786",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"561,223,144",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.8,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"7,025,579",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.8,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"445,672,617",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.2,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"13,890,308",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"157,378,772",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"54,354,618",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.7,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"637,086,850",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,0.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"102,242,043",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"41,761,827",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,20.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"143,027,770",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"763,159,249",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"801,372,688",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.4,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (1.0 TO 9.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"349,278",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (10.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"12,114,989",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (100 TO 139 ACRES),,CENSUS,,,PRODUCTION,9000,,"34,653,384",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (140 TO 179 ACRES),,CENSUS,,,PRODUCTION,9000,,"45,801,159",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.8,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (180 TO 219 ACRES),,CENSUS,,,PRODUCTION,9000,,"42,313,377",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (2,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,070,299,804",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (220 TO 259 ACRES),,CENSUS,,,PRODUCTION,9000,,"45,615,116",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,13.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (260 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"277,235,684",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (50.0 TO 69.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"10,233,794",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"562,732,035",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
